"age","sex","year","contents","10211: Population, by age, sex, year and contents"
"F85-89 85-89 years","2 Females","1959","Persons",10545
"F85-89 85-89 years","2 Females","1960","Persons",10910
"F85-89 85-89 years","2 Females","1961","Persons",11350
"F85-89 85-89 years","2 Females","1962","Persons",11773
"F85-89 85-89 years","2 Females","1963","Persons",11912
"F85-89 85-89 years","2 Females","1964","Persons",12193
"F85-89 85-89 years","2 Females","1965","Persons",12353
"F85-89 85-89 years","2 Females","1966","Persons",12492
"F85-89 85-89 years","2 Females","1967","Persons",12852
"F85-89 85-89 years","2 Females","1968","Persons",13118
"F85-89 85-89 years","2 Females","1969","Persons",13564
"F85-89 85-89 years","2 Females","1970","Persons",14176
"F85-89 85-89 years","2 Females","1971","Persons",14681
"F85-89 85-89 years","2 Females","1972","Persons",15201
"F85-89 85-89 years","2 Females","1973","Persons",15688
"F85-89 85-89 years","2 Females","1974","Persons",16009
"F85-89 85-89 years","2 Females","1975","Persons",16515
"F85-89 85-89 years","2 Females","1976","Persons",17282
"F85-89 85-89 years","2 Females","1977","Persons",17984
"F85-89 85-89 years","2 Females","1978","Persons",18873
"F85-89 85-89 years","2 Females","1979","Persons",20007
"F85-89 85-89 years","2 Females","1980","Persons",21094
"F85-89 85-89 years","2 Females","1981","Persons",22298
"F85-89 85-89 years","2 Females","1982","Persons",23471
"F85-89 85-89 years","2 Females","1983","Persons",24694
"F85-89 85-89 years","2 Females","1984","Persons",25849
"F85-89 85-89 years","2 Females","1985","Persons",26891
"F85-89 85-89 years","2 Females","1986","Persons",27973
"F85-89 85-89 years","2 Females","1987","Persons",29131
"F85-89 85-89 years","2 Females","1988","Persons",30212
"F85-89 85-89 years","2 Females","1989","Persons",30949
"F85-89 85-89 years","2 Females","1990","Persons",31856
"F85-89 85-89 years","2 Females","1991","Persons",32447
"F85-89 85-89 years","2 Females","1992","Persons",33164
"F85-89 85-89 years","2 Females","1993","Persons",34039
"F85-89 85-89 years","2 Females","1994","Persons",34532
"F85-89 85-89 years","2 Females","1995","Persons",35732
"F85-89 85-89 years","2 Females","1996","Persons",36592
"F85-89 85-89 years","2 Females","1997","Persons",37722
"F85-89 85-89 years","2 Females","1998","Persons",38752
"F85-89 85-89 years","2 Females","1999","Persons",39563
"F85-89 85-89 years","2 Females","2000","Persons",40159
"F85-89 85-89 years","2 Females","2001","Persons",40771
"F85-89 85-89 years","2 Females","2002","Persons",41644
"F85-89 85-89 years","2 Females","2003","Persons",42604
"F85-89 85-89 years","2 Females","2004","Persons",43478
"F85-89 85-89 years","2 Females","2005","Persons",43917
"F85-89 85-89 years","2 Females","2006","Persons",46595
"F85-89 85-89 years","2 Females","2007","Persons",48223
"F85-89 85-89 years","2 Females","2008","Persons",49098
"F85-89 85-89 years","2 Females","2009","Persons",49741
"F85-89 85-89 years","2 Females","2010","Persons",50200
"F85-89 85-89 years","2 Females","2011","Persons",48882
"F85-89 85-89 years","2 Females","2012","Persons",48159
"F85-89 85-89 years","2 Females","2013","Persons",46959
"F85-89 85-89 years","2 Females","2014","Persons",46289
"F85-89 85-89 years","2 Females","2015","Persons",45535
"F85-89 85-89 years","2 Females","2016","Persons",45542
"F85-89 85-89 years","2 Females","2017","Persons",45272
"F85-89 85-89 years","2 Females","2018","Persons",45258
"F85-89 85-89 years","2 Females","2019","Persons",44612
"F85-89 85-89 years","2 Females","2020","Persons",44276
"F85-89 85-89 years","2 Females","2021","Persons",43785
"F85-89 85-89 years","2 Females","2022","Persons",43542
"F90-94 90-94 years","0 Both sexes","1846","Persons",939
"F90-94 90-94 years","0 Both sexes","1847","Persons",859
"F90-94 90-94 years","0 Both sexes","1848","Persons",818
"F90-94 90-94 years","0 Both sexes","1849","Persons",740
"F90-94 90-94 years","0 Both sexes","1850","Persons",727
"F90-94 90-94 years","0 Both sexes","1851","Persons",778
"F90-94 90-94 years","0 Both sexes","1852","Persons",808
"F90-94 90-94 years","0 Both sexes","1853","Persons",845
"F90-94 90-94 years","0 Both sexes","1854","Persons",934
"F90-94 90-94 years","0 Both sexes","1855","Persons",963
"F90-94 90-94 years","0 Both sexes","1856","Persons",971
"F90-94 90-94 years","0 Both sexes","1857","Persons",912
"F90-94 90-94 years","0 Both sexes","1858","Persons",913
"F90-94 90-94 years","0 Both sexes","1859","Persons",924
"F90-94 90-94 years","0 Both sexes","1860","Persons",951
"F90-94 90-94 years","0 Both sexes","1861","Persons",945
"F90-94 90-94 years","0 Both sexes","1862","Persons",967
"F90-94 90-94 years","0 Both sexes","1863","Persons",962
"F90-94 90-94 years","0 Both sexes","1864","Persons",961
"F90-94 90-94 years","0 Both sexes","1865","Persons",997
"F90-94 90-94 years","0 Both sexes","1866","Persons",883
"F90-94 90-94 years","0 Both sexes","1867","Persons",888
"F90-94 90-94 years","0 Both sexes","1868","Persons",811
"F90-94 90-94 years","0 Both sexes","1869","Persons",806
"F90-94 90-94 years","0 Both sexes","1870","Persons",823
"F90-94 90-94 years","0 Both sexes","1871","Persons",752
"F90-94 90-94 years","0 Both sexes","1872","Persons",826
"F90-94 90-94 years","0 Both sexes","1873","Persons",1146
"F90-94 90-94 years","0 Both sexes","1874","Persons",1195
"F90-94 90-94 years","0 Both sexes","1875","Persons",1284
"F90-94 90-94 years","0 Both sexes","1876","Persons",1212
"F90-94 90-94 years","0 Both sexes","1877","Persons",1215
"F90-94 90-94 years","0 Both sexes","1878","Persons",1262
"F90-94 90-94 years","0 Both sexes","1879","Persons",1306
"F90-94 90-94 years","0 Both sexes","1880","Persons",1380
"F90-94 90-94 years","0 Both sexes","1881","Persons",1534
"F90-94 90-94 years","0 Both sexes","1882","Persons",1613
"F90-94 90-94 years","0 Both sexes","1883","Persons",1592
"F90-94 90-94 years","0 Both sexes","1884","Persons",1658
"F90-94 90-94 years","0 Both sexes","1885","Persons",1738
"F90-94 90-94 years","0 Both sexes","1886","Persons",1705
"F90-94 90-94 years","0 Both sexes","1887","Persons",1625
"F90-94 90-94 years","0 Both sexes","1888","Persons",1579
"F90-94 90-94 years","0 Both sexes","1889","Persons",1515
"F90-94 90-94 years","0 Both sexes","1890","Persons",1570
"F90-94 90-94 years","0 Both sexes","1891","Persons",1643
"F90-94 90-94 years","0 Both sexes","1892","Persons",1657
"F90-94 90-94 years","0 Both sexes","1893","Persons",1617
"F90-94 90-94 years","0 Both sexes","1894","Persons",1630
"F90-94 90-94 years","0 Both sexes","1895","Persons",1568
"F90-94 90-94 years","0 Both sexes","1896","Persons",1546
"F90-94 90-94 years","0 Both sexes","1897","Persons",1616
"F90-94 90-94 years","0 Both sexes","1898","Persons",1647
"F90-94 90-94 years","0 Both sexes","1899","Persons",1619
"F90-94 90-94 years","0 Both sexes","1900","Persons",1542
"F90-94 90-94 years","0 Both sexes","1901","Persons",1549
"F90-94 90-94 years","0 Both sexes","1902","Persons",1666
"F90-94 90-94 years","0 Both sexes","1903","Persons",1773
"F90-94 90-94 years","0 Both sexes","1904","Persons",1925
"F90-94 90-94 years","0 Both sexes","1905","Persons",1875
"F90-94 90-94 years","0 Both sexes","1906","Persons",1936
"F90-94 90-94 years","0 Both sexes","1907","Persons",2054
"F90-94 90-94 years","0 Both sexes","1908","Persons",2262
"F90-94 90-94 years","0 Both sexes","1909","Persons",2258
"F90-94 90-94 years","0 Both sexes","1910","Persons",2605
"F90-94 90-94 years","0 Both sexes","1911","Persons",2796
"F90-94 90-94 years","0 Both sexes","1912","Persons",3034
"F90-94 90-94 years","0 Both sexes","1913","Persons",3047
"F90-94 90-94 years","0 Both sexes","1914","Persons",3044
"F90-94 90-94 years","0 Both sexes","1915","Persons",2935
"F90-94 90-94 years","0 Both sexes","1916","Persons",2887
"F90-94 90-94 years","0 Both sexes","1917","Persons",2786
"F90-94 90-94 years","0 Both sexes","1918","Persons",2758
"F90-94 90-94 years","0 Both sexes","1919","Persons",2725
"F90-94 90-94 years","0 Both sexes","1920","Persons",2796
"F90-94 90-94 years","0 Both sexes","1921","Persons",2777
"F90-94 90-94 years","0 Both sexes","1922","Persons",2807
"F90-94 90-94 years","0 Both sexes","1923","Persons",2784
"F90-94 90-94 years","0 Both sexes","1924","Persons",2796
"F90-94 90-94 years","0 Both sexes","1925","Persons",2829
"F90-94 90-94 years","0 Both sexes","1926","Persons",2958
"F90-94 90-94 years","0 Both sexes","1927","Persons",2945
"F90-94 90-94 years","0 Both sexes","1928","Persons",2884
"F90-94 90-94 years","0 Both sexes","1929","Persons",2892
"F90-94 90-94 years","0 Both sexes","1930","Persons",2819
"F90-94 90-94 years","0 Both sexes","1931","Persons",2937
"F90-94 90-94 years","0 Both sexes","1932","Persons",2960
"F90-94 90-94 years","0 Both sexes","1933","Persons",3018
"F90-94 90-94 years","0 Both sexes","1934","Persons",3070
"F90-94 90-94 years","0 Both sexes","1935","Persons",3199
"F90-94 90-94 years","0 Both sexes","1936","Persons",3239
"F90-94 90-94 years","0 Both sexes","1937","Persons",3226
"F90-94 90-94 years","0 Both sexes","1938","Persons",3275
"F90-94 90-94 years","0 Both sexes","1939","Persons",3238
"F90-94 90-94 years","0 Both sexes","1940","Persons",3191
"F90-94 90-94 years","0 Both sexes","1941","Persons",3191
"F90-94 90-94 years","0 Both sexes","1942","Persons",3182
"F90-94 90-94 years","0 Both sexes","1943","Persons",3380
"F90-94 90-94 years","0 Both sexes","1944","Persons",3480
"F90-94 90-94 years","0 Both sexes","1945","Persons",3662
"F90-94 90-94 years","0 Both sexes","1946","Persons",3856
"F90-94 90-94 years","0 Both sexes","1947","Persons",4385
"F90-94 90-94 years","0 Both sexes","1948","Persons",4369
"F90-94 90-94 years","0 Both sexes","1949","Persons",4376
"F90-94 90-94 years","0 Both sexes","1950","Persons",4432
"F90-94 90-94 years","0 Both sexes","1951","Persons",4464
"F90-94 90-94 years","0 Both sexes","1952","Persons",4451
"F90-94 90-94 years","0 Both sexes","1953","Persons",4624
"F90-94 90-94 years","0 Both sexes","1954","Persons",4871
"F90-94 90-94 years","0 Both sexes","1955","Persons",5034
"F90-94 90-94 years","0 Both sexes","1956","Persons",4994
"F90-94 90-94 years","0 Both sexes","1957","Persons",5214
"F90-94 90-94 years","0 Both sexes","1958","Persons",5263
"F90-94 90-94 years","0 Both sexes","1959","Persons",5213
"F90-94 90-94 years","0 Both sexes","1960","Persons",5256
"F90-94 90-94 years","0 Both sexes","1961","Persons",5428
"F90-94 90-94 years","0 Both sexes","1962","Persons",5356
"F90-94 90-94 years","0 Both sexes","1963","Persons",5562
"F90-94 90-94 years","0 Both sexes","1964","Persons",5530
"F90-94 90-94 years","0 Both sexes","1965","Persons",5830
"F90-94 90-94 years","0 Both sexes","1966","Persons",6132
"F90-94 90-94 years","0 Both sexes","1967","Persons",6412
"F90-94 90-94 years","0 Both sexes","1968","Persons",6669
"F90-94 90-94 years","0 Both sexes","1969","Persons",7002
"F90-94 90-94 years","0 Both sexes","1970","Persons",7242
"F90-94 90-94 years","0 Both sexes","1971","Persons",7253
"F90-94 90-94 years","0 Both sexes","1972","Persons",7179
"F90-94 90-94 years","0 Both sexes","1973","Persons",7228
"F90-94 90-94 years","0 Both sexes","1974","Persons",7364
"F90-94 90-94 years","0 Both sexes","1975","Persons",7683
"F90-94 90-94 years","0 Both sexes","1976","Persons",8005
"F90-94 90-94 years","0 Both sexes","1977","Persons",8385
"F90-94 90-94 years","0 Both sexes","1978","Persons",8899
"F90-94 90-94 years","0 Both sexes","1979","Persons",9171
"F90-94 90-94 years","0 Both sexes","1980","Persons",9425
"F90-94 90-94 years","0 Both sexes","1981","Persons",9926
"F90-94 90-94 years","0 Both sexes","1982","Persons",10405
"F90-94 90-94 years","0 Both sexes","1983","Persons",11173
"F90-94 90-94 years","0 Both sexes","1984","Persons",11939
"F90-94 90-94 years","0 Both sexes","1985","Persons",12642
"F90-94 90-94 years","0 Both sexes","1986","Persons",13326
"F90-94 90-94 years","0 Both sexes","1987","Persons",13974
"F90-94 90-94 years","0 Both sexes","1988","Persons",14562
"F90-94 90-94 years","0 Both sexes","1989","Persons",15299
"F90-94 90-94 years","0 Both sexes","1990","Persons",15620
"F90-94 90-94 years","0 Both sexes","1991","Persons",15961
"F90-94 90-94 years","0 Both sexes","1992","Persons",16551
"F90-94 90-94 years","0 Both sexes","1993","Persons",17136
"F90-94 90-94 years","0 Both sexes","1994","Persons",17436
"F90-94 90-94 years","0 Both sexes","1995","Persons",18075
"F90-94 90-94 years","0 Both sexes","1996","Persons",18453
"F90-94 90-94 years","0 Both sexes","1997","Persons",18933
"F90-94 90-94 years","0 Both sexes","1998","Persons",19295
"F90-94 90-94 years","0 Both sexes","1999","Persons",19922
"F90-94 90-94 years","0 Both sexes","2000","Persons",20585
"F90-94 90-94 years","0 Both sexes","2001","Persons",21333
"F90-94 90-94 years","0 Both sexes","2002","Persons",22074
"F90-94 90-94 years","0 Both sexes","2003","Persons",22706
"F90-94 90-94 years","0 Both sexes","2004","Persons",23410
"F90-94 90-94 years","0 Both sexes","2005","Persons",24243
"F90-94 90-94 years","0 Both sexes","2006","Persons",25016
"F90-94 90-94 years","0 Both sexes","2007","Persons",25833
"F90-94 90-94 years","0 Both sexes","2008","Persons",26858
"F90-94 90-94 years","0 Both sexes","2009","Persons",27977
"F90-94 90-94 years","0 Both sexes","2010","Persons",28718
"F90-94 90-94 years","0 Both sexes","2011","Persons",31012
"F90-94 90-94 years","0 Both sexes","2012","Persons",32385
"F90-94 90-94 years","0 Both sexes","2013","Persons",33218
"F90-94 90-94 years","0 Both sexes","2014","Persons",34146
"F90-94 90-94 years","0 Both sexes","2015","Persons",34924
"F90-94 90-94 years","0 Both sexes","2016","Persons",34527
"F90-94 90-94 years","0 Both sexes","2017","Persons",34737
"F90-94 90-94 years","0 Both sexes","2018","Persons",34417
"F90-94 90-94 years","0 Both sexes","2019","Persons",34548
"F90-94 90-94 years","0 Both sexes","2020","Persons",34450
"F90-94 90-94 years","0 Both sexes","2021","Persons",35043
"F90-94 90-94 years","0 Both sexes","2022","Persons",35314
"F90-94 90-94 years","1 Males","1846","Persons",370
"F90-94 90-94 years","1 Males","1847","Persons",336
"F90-94 90-94 years","1 Males","1848","Persons",336
"F90-94 90-94 years","1 Males","1849","Persons",292
"F90-94 90-94 years","1 Males","1850","Persons",271
"F90-94 90-94 years","1 Males","1851","Persons",275
"F90-94 90-94 years","1 Males","1852","Persons",277
"F90-94 90-94 years","1 Males","1853","Persons",282
"F90-94 90-94 years","1 Males","1854","Persons",332
"F90-94 90-94 years","1 Males","1855","Persons",352
"F90-94 90-94 years","1 Males","1856","Persons",343
"F90-94 90-94 years","1 Males","1857","Persons",336
"F90-94 90-94 years","1 Males","1858","Persons",332
"F90-94 90-94 years","1 Males","1859","Persons",326
"F90-94 90-94 years","1 Males","1860","Persons",323
"F90-94 90-94 years","1 Males","1861","Persons",301
"F90-94 90-94 years","1 Males","1862","Persons",320
"F90-94 90-94 years","1 Males","1863","Persons",329
"F90-94 90-94 years","1 Males","1864","Persons",331
"F90-94 90-94 years","1 Males","1865","Persons",375
"F90-94 90-94 years","1 Males","1866","Persons",336
"F90-94 90-94 years","1 Males","1867","Persons",291
"F90-94 90-94 years","1 Males","1868","Persons",261
"F90-94 90-94 years","1 Males","1869","Persons",277
"F90-94 90-94 years","1 Males","1870","Persons",295
"F90-94 90-94 years","1 Males","1871","Persons",264
"F90-94 90-94 years","1 Males","1872","Persons",320
"F90-94 90-94 years","1 Males","1873","Persons",402
"F90-94 90-94 years","1 Males","1874","Persons",426
"F90-94 90-94 years","1 Males","1875","Persons",450
"F90-94 90-94 years","1 Males","1876","Persons",411
"F90-94 90-94 years","1 Males","1877","Persons",416
"F90-94 90-94 years","1 Males","1878","Persons",458
"F90-94 90-94 years","1 Males","1879","Persons",488
"F90-94 90-94 years","1 Males","1880","Persons",509
"F90-94 90-94 years","1 Males","1881","Persons",565
"F90-94 90-94 years","1 Males","1882","Persons",609
"F90-94 90-94 years","1 Males","1883","Persons",609
"F90-94 90-94 years","1 Males","1884","Persons",619
"F90-94 90-94 years","1 Males","1885","Persons",650
"F90-94 90-94 years","1 Males","1886","Persons",645
"F90-94 90-94 years","1 Males","1887","Persons",606
"F90-94 90-94 years","1 Males","1888","Persons",601
"F90-94 90-94 years","1 Males","1889","Persons",573
"F90-94 90-94 years","1 Males","1890","Persons",593
"F90-94 90-94 years","1 Males","1891","Persons",619
"F90-94 90-94 years","1 Males","1892","Persons",626
"F90-94 90-94 years","1 Males","1893","Persons",598
"F90-94 90-94 years","1 Males","1894","Persons",598
"F90-94 90-94 years","1 Males","1895","Persons",566
"F90-94 90-94 years","1 Males","1896","Persons",572
"F90-94 90-94 years","1 Males","1897","Persons",602
"F90-94 90-94 years","1 Males","1898","Persons",593
"F90-94 90-94 years","1 Males","1899","Persons",570
"F90-94 90-94 years","1 Males","1900","Persons",539
"F90-94 90-94 years","1 Males","1901","Persons",539
"F90-94 90-94 years","1 Males","1902","Persons",596
"F90-94 90-94 years","1 Males","1903","Persons",639
"F90-94 90-94 years","1 Males","1904","Persons",697
"F90-94 90-94 years","1 Males","1905","Persons",706
"F90-94 90-94 years","1 Males","1906","Persons",735
"F90-94 90-94 years","1 Males","1907","Persons",782
"F90-94 90-94 years","1 Males","1908","Persons",860
"F90-94 90-94 years","1 Males","1909","Persons",881
"F90-94 90-94 years","1 Males","1910","Persons",1001
"F90-94 90-94 years","1 Males","1911","Persons",1075
"F90-94 90-94 years","1 Males","1912","Persons",1180
